Plant Name,Scientific Name,Forest Type,Peak Season,Height (m),Famous Forest,Soil Type,Land Area Found,City,Region,Unique Fact,Endemic to India,Conservation Status,Medicinal Use,Season,Most Active Time
Sal,Shorea robusta,Montane Forest,Spring,40,Himalayan Forests,Sandy,Hills,Bangalore,South India,Source of sandalwood oil,Yes,Near Threatened,No,Spring,Day
Teak,Tectona grandis,Dry Thorn Forest,Monsoon,35,Sundarbans,Black,Riverbanks,Bhopal,Central India,High commercial value,No,Critically Endangered,No,Monsoon,Day
Sal,Shorea robusta,Dry Thorn Forest,Autumn,40,Western Ghats,Sandy,Coastal Areas,Mumbai,West India,Source of sandalwood oil,No,Least Concern,No,Spring,Night
Jamun,Syzygium cumini,Mangrove Forest,Winter,22,Kaziranga,Black,Wetlands,Delhi,North India,National tree of India,No,Critically Endangered,No,Winter,Day
Neem,Azadirachta indica,Tropical Rainforest,Autumn,20,Kaziranga,Red,Plains,Chennai,South India,Used in Ayurveda,No,Least Concern,No,Winter,Day
Peepal,Ficus religiosa,Deciduous Forest,Monsoon,25,Sundarbans,Black,Wetlands,Kolkata,East India,Sacred in Hinduism,No,Least Concern,Yes,Autumn,Day
Banyan,Ficus benghalensis,Tropical Rainforest,Autumn,30,Jim Corbett National Park,Laterite,Coastal Areas,Bhopal,Central India,Host to diverse epiphytes,Yes,Critically Endangered,Yes,Summer,Day
Sandalwood,Santalum album,Montane Forest,Winter,10,Western Ghats,Alluvial,Wetlands,Hyderabad,South India,Fire-resistant bark,No,Critically Endangered,No,Monsoon,Night
Rosewood,Dalbergia latifolia,Mangrove Forest,Summer,15,Himalayan Forests,Alluvial,Hills,Delhi,North India,Important timber species,No,Near Threatened,No,Summer,Day
Teak,Tectona grandis,Deciduous Forest,Autumn,35,Jim Corbett National Park,Sandy,Riverbanks,Shimla,North India,High commercial value,No,Least Concern,No,Spring,Day
Neem,Azadirachta indica,Mangrove Forest,Summer,20,Sundarbans,Sandy,Hills,Hyderabad,South India,Used in Ayurveda,Yes,Near Threatened,Yes,Summer,Both
Coconut,Cocos nucifera,Montane Forest,Autumn,12,Western Ghats,Red,Hills,Chennai,South India,Used in shipbuilding,No,Critically Endangered,No,Spring,Day
Sal,Shorea robusta,Tropical Rainforest,Winter,40,Himalayan Forests,Laterite,Wetlands,Mumbai,West India,Source of sandalwood oil,No,Least Concern,Yes,Summer,Night
Banyan,Ficus benghalensis,Deciduous Forest,Summer,30,Western Ghats,Black,Coastal Areas,Delhi,North India,Host to diverse epiphytes,Yes,Critically Endangered,Yes,Summer,Both
Jamun,Syzygium cumini,Mangrove Forest,Summer,22,Himalayan Forests,Laterite,Plains,Jaipur,West India,National tree of India,Yes,Near Threatened,Yes,Summer,Day
Teak,Tectona grandis,Tropical Rainforest,Winter,35,Western Ghats,Laterite,Plains,Kolkata,East India,High commercial value,No,Least Concern,Yes,Winter,Night
Jamun,Syzygium cumini,Tropical Rainforest,Monsoon,22,Sundarbans,Black,Coastal Areas,Hyderabad,South India,National tree of India,No,Least Concern,No,Winter,Night
Teak,Tectona grandis,Deciduous Forest,Winter,35,Himalayan Forests,Sandy,Plains,Chennai,South India,High commercial value,Yes,Least Concern,Yes,Monsoon,Day
Teak,Tectona grandis,Dry Thorn Forest,Summer,35,Himalayan Forests,Red,Riverbanks,Mumbai,West India,High commercial value,Yes,Near Threatened,Yes,Winter,Night
Banyan,Ficus benghalensis,Deciduous Forest,Summer,30,Western Ghats,Laterite,Riverbanks,Mumbai,West India,Host to diverse epiphytes,No,Least Concern,No,Winter,Night
Peepal,Ficus religiosa,Deciduous Forest,Winter,25,Western Ghats,Alluvial,Coastal Areas,Mumbai,West India,Sacred in Hinduism,Yes,Least Concern,No,Autumn,Night
Peepal,Ficus religiosa,Dry Thorn Forest,Spring,25,Sundarbans,Laterite,Plains,Mumbai,West India,Sacred in Hinduism,No,Least Concern,Yes,Autumn,Night
Rosewood,Dalbergia latifolia,Deciduous Forest,Monsoon,15,Jim Corbett National Park,Alluvial,Hills,Hyderabad,South India,Important timber species,Yes,Near Threatened,No,Winter,Day
Sal,Shorea robusta,Dry Thorn Forest,Autumn,40,Sundarbans,Red,Hills,Mumbai,West India,Source of sandalwood oil,No,Least Concern,Yes,Spring,Day
Banyan,Ficus benghalensis,Montane Forest,Spring,30,Western Ghats,Laterite,Hills,Kolkata,East India,Host to diverse epiphytes,No,Critically Endangered,Yes,Autumn,Day
Coconut,Cocos nucifera,Mangrove Forest,Winter,12,Sundarbans,Sandy,Plains,Delhi,North India,Used in shipbuilding,Yes,Critically Endangered,Yes,Winter,Night
Jamun,Syzygium cumini,Mangrove Forest,Autumn,22,Sundarbans,Black,Riverbanks,Bangalore,South India,National tree of India,Yes,Least Concern,No,Winter,Day
Coconut,Cocos nucifera,Dry Thorn Forest,Autumn,12,Himalayan Forests,Laterite,Coastal Areas,Kolkata,East India,Used in shipbuilding,No,Critically Endangered,Yes,Winter,Both
Coconut,Cocos nucifera,Mangrove Forest,Spring,12,Jim Corbett National Park,Red,Plains,Shimla,North India,Used in shipbuilding,No,Critically Endangered,No,Monsoon,Night
Jamun,Syzygium cumini,Dry Thorn Forest,Spring,22,Western Ghats,Alluvial,Wetlands,Delhi,North India,National tree of India,No,Least Concern,Yes,Autumn,Night
Neem,Azadirachta indica,Tropical Rainforest,Winter,20,Sundarbans,Red,Riverbanks,Chennai,South India,Used in Ayurveda,No,Least Concern,No,Summer,Both
Teak,Tectona grandis,Dry Thorn Forest,Summer,35,Western Ghats,Alluvial,Hills,Bangalore,South India,High commercial value,Yes,Near Threatened,No,Monsoon,Night
Neem,Azadirachta indica,Deciduous Forest,Winter,20,Himalayan Forests,Alluvial,Wetlands,Jaipur,West India,Used in Ayurveda,No,Critically Endangered,No,Summer,Night
Jamun,Syzygium cumini,Mangrove Forest,Spring,22,Himalayan Forests,Black,Hills,Bangalore,South India,National tree of India,Yes,Critically Endangered,Yes,Summer,Both
Sandalwood,Santalum album,Tropical Rainforest,Spring,10,Himalayan Forests,Sandy,Wetlands,Jaipur,West India,Fire-resistant bark,Yes,Least Concern,No,Spring,Night
Neem,Azadirachta indica,Mangrove Forest,Spring,20,Sundarbans,Sandy,Wetlands,Hyderabad,South India,Used in Ayurveda,No,Least Concern,Yes,Summer,Night
Banyan,Ficus benghalensis,Mangrove Forest,Summer,30,Jim Corbett National Park,Sandy,Coastal Areas,Shimla,North India,Host to diverse epiphytes,No,Critically Endangered,No,Summer,Day
Teak,Tectona grandis,Dry Thorn Forest,Monsoon,35,Sundarbans,Alluvial,Wetlands,Delhi,North India,High commercial value,No,Least Concern,No,Autumn,Night
Sal,Shorea robusta,Deciduous Forest,Winter,40,Jim Corbett National Park,Black,Plains,Bangalore,South India,Source of sandalwood oil,No,Least Concern,Yes,Autumn,Night
Peepal,Ficus religiosa,Montane Forest,Monsoon,25,Himalayan Forests,Laterite,Riverbanks,Mumbai,West India,Sacred in Hinduism,Yes,Critically Endangered,Yes,Monsoon,Night
Neem,Azadirachta indica,Montane Forest,Monsoon,20,Sundarbans,Laterite,Wetlands,Chennai,South India,Used in Ayurveda,Yes,Least Concern,Yes,Spring,Night
Jamun,Syzygium cumini,Deciduous Forest,Winter,22,Jim Corbett National Park,Black,Hills,Bangalore,South India,National tree of India,No,Least Concern,Yes,Winter,Both
Coconut,Cocos nucifera,Dry Thorn Forest,Autumn,12,Sundarbans,Black,Coastal Areas,Mumbai,West India,Used in shipbuilding,Yes,Near Threatened,Yes,Summer,Day
Mango,Mangifera indica,Montane Forest,Winter,18,Himalayan Forests,Red,Wetlands,Hyderabad,South India,Attracts fruit bats,No,Near Threatened,No,Winter,Night
Rosewood,Dalbergia latifolia,Mangrove Forest,Spring,15,Western Ghats,Red,Coastal Areas,Bhopal,Central India,Important timber species,No,Near Threatened,No,Autumn,Night
Peepal,Ficus religiosa,Deciduous Forest,Autumn,25,Western Ghats,Laterite,Coastal Areas,Guwahati,Northeast India,Sacred in Hinduism,Yes,Near Threatened,Yes,Autumn,Day
Sandalwood,Santalum album,Deciduous Forest,Winter,10,Kaziranga,Alluvial,Plains,Bhopal,Central India,Fire-resistant bark,No,Least Concern,No,Autumn,Both
Coconut,Cocos nucifera,Mangrove Forest,Summer,12,Kaziranga,Laterite,Plains,Shimla,North India,Used in shipbuilding,No,Least Concern,No,Autumn,Day
Neem,Azadirachta indica,Tropical Rainforest,Summer,20,Himalayan Forests,Black,Plains,Jaipur,West India,Used in Ayurveda,No,Least Concern,No,Spring,Day
Neem,Azadirachta indica,Tropical Rainforest,Winter,20,Sundarbans,Laterite,Plains,Mumbai,West India,Used in Ayurveda,No,Least Concern,No,Monsoon,Both
Jamun,Syzygium cumini,Deciduous Forest,Summer,22,Kaziranga,Black,Wetlands,Jaipur,West India,National tree of India,Yes,Near Threatened,Yes,Autumn,Night
Teak,Tectona grandis,Mangrove Forest,Winter,35,Kaziranga,Sandy,Coastal Areas,Mumbai,West India,High commercial value,Yes,Near Threatened,Yes,Spring,Day
Jamun,Syzygium cumini,Dry Thorn Forest,Spring,22,Kaziranga,Laterite,Plains,Mumbai,West India,National tree of India,No,Least Concern,No,Monsoon,Both
Neem,Azadirachta indica,Dry Thorn Forest,Monsoon,20,Sundarbans,Alluvial,Riverbanks,Bhopal,Central India,Used in Ayurveda,Yes,Least Concern,No,Winter,Both
Peepal,Ficus religiosa,Montane Forest,Spring,25,Jim Corbett National Park,Alluvial,Hills,Kolkata,East India,Sacred in Hinduism,Yes,Least Concern,Yes,Winter,Day
Banyan,Ficus benghalensis,Deciduous Forest,Spring,30,Himalayan Forests,Laterite,Riverbanks,Delhi,North India,Host to diverse epiphytes,No,Critically Endangered,Yes,Monsoon,Day
Sal,Shorea robusta,Montane Forest,Monsoon,40,Jim Corbett National Park,Alluvial,Hills,Mumbai,West India,Source of sandalwood oil,Yes,Least Concern,No,Autumn,Day
Banyan,Ficus benghalensis,Montane Forest,Monsoon,30,Kaziranga,Red,Hills,Bhopal,Central India,Host to diverse epiphytes,No,Least Concern,No,Monsoon,Night
Teak,Tectona grandis,Mangrove Forest,Autumn,35,Kaziranga,Sandy,Coastal Areas,Delhi,North India,High commercial value,No,Least Concern,Yes,Summer,Both
Mango,Mangifera indica,Tropical Rainforest,Autumn,18,Kaziranga,Sandy,Riverbanks,Kolkata,East India,Attracts fruit bats,No,Least Concern,Yes,Winter,Night
Rosewood,Dalbergia latifolia,Tropical Rainforest,Spring,15,Himalayan Forests,Alluvial,Coastal Areas,Guwahati,Northeast India,Important timber species,Yes,Least Concern,No,Autumn,Night
Sal,Shorea robusta,Dry Thorn Forest,Monsoon,40,Sundarbans,Red,Coastal Areas,Guwahati,Northeast India,Source of sandalwood oil,No,Near Threatened,No,Autumn,Both
Jamun,Syzygium cumini,Dry Thorn Forest,Winter,22,Sundarbans,Red,Riverbanks,Shimla,North India,National tree of India,Yes,Least Concern,No,Monsoon,Day
Peepal,Ficus religiosa,Dry Thorn Forest,Winter,25,Kaziranga,Alluvial,Hills,Delhi,North India,Sacred in Hinduism,No,Near Threatened,Yes,Spring,Both
Sal,Shorea robusta,Deciduous Forest,Summer,40,Jim Corbett National Park,Black,Coastal Areas,Kolkata,East India,Source of sandalwood oil,Yes,Critically Endangered,Yes,Winter,Night
Neem,Azadirachta indica,Tropical Rainforest,Spring,20,Kaziranga,Laterite,Riverbanks,Kolkata,East India,Used in Ayurveda,Yes,Least Concern,No,Summer,Both
Peepal,Ficus religiosa,Dry Thorn Forest,Spring,25,Himalayan Forests,Alluvial,Hills,Hyderabad,South India,Sacred in Hinduism,Yes,Near Threatened,Yes,Autumn,Night
Sal,Shorea robusta,Montane Forest,Autumn,40,Kaziranga,Laterite,Coastal Areas,Kolkata,East India,Source of sandalwood oil,No,Critically Endangered,No,Spring,Day
Jamun,Syzygium cumini,Montane Forest,Summer,22,Jim Corbett National Park,Alluvial,Riverbanks,Delhi,North India,National tree of India,No,Least Concern,Yes,Summer,Night
Neem,Azadirachta indica,Montane Forest,Summer,20,Kaziranga,Alluvial,Riverbanks,Delhi,North India,Used in Ayurveda,No,Near Threatened,No,Autumn,Both
Teak,Tectona grandis,Tropical Rainforest,Winter,35,Jim Corbett National Park,Sandy,Wetlands,Kolkata,East India,High commercial value,No,Least Concern,Yes,Summer,Night
Mango,Mangifera indica,Mangrove Forest,Spring,18,Himalayan Forests,Laterite,Riverbanks,Shimla,North India,Attracts fruit bats,Yes,Least Concern,No,Autumn,Day
Banyan,Ficus benghalensis,Mangrove Forest,Winter,30,Sundarbans,Black,Plains,Guwahati,Northeast India,Host to diverse epiphytes,No,Least Concern,No,Winter,Day
Neem,Azadirachta indica,Tropical Rainforest,Spring,20,Western Ghats,Black,Plains,Delhi,North India,Used in Ayurveda,No,Critically Endangered,No,Summer,Day
Teak,Tectona grandis,Tropical Rainforest,Autumn,35,Himalayan Forests,Alluvial,Wetlands,Jaipur,West India,High commercial value,No,Near Threatened,Yes,Autumn,Night
Jamun,Syzygium cumini,Tropical Rainforest,Summer,22,Sundarbans,Sandy,Wetlands,Bangalore,South India,National tree of India,No,Least Concern,Yes,Winter,Night
Peepal,Ficus religiosa,Mangrove Forest,Monsoon,25,Jim Corbett National Park,Alluvial,Hills,Jaipur,West India,Sacred in Hinduism,No,Least Concern,Yes,Autumn,Both
Sandalwood,Santalum album,Montane Forest,Winter,10,Jim Corbett National Park,Laterite,Plains,Kolkata,East India,Fire-resistant bark,Yes,Critically Endangered,Yes,Spring,Night
Jamun,Syzygium cumini,Mangrove Forest,Spring,22,Himalayan Forests,Sandy,Riverbanks,Hyderabad,South India,National tree of India,No,Near Threatened,No,Spring,Both
Sal,Shorea robusta,Tropical Rainforest,Summer,40,Kaziranga,Black,Plains,Delhi,North India,Source of sandalwood oil,Yes,Least Concern,Yes,Summer,Both
Rosewood,Dalbergia latifolia,Dry Thorn Forest,Monsoon,15,Sundarbans,Sandy,Wetlands,Chennai,South India,Important timber species,Yes,Least Concern,Yes,Winter,Night
Rosewood,Dalbergia latifolia,Dry Thorn Forest,Winter,15,Sundarbans,Alluvial,Wetlands,Shimla,North India,Important timber species,No,Critically Endangered,Yes,Spring,Day
Mango,Mangifera indica,Dry Thorn Forest,Autumn,18,Western Ghats,Black,Plains,Bangalore,South India,Attracts fruit bats,Yes,Least Concern,Yes,Winter,Day
Rosewood,Dalbergia latifolia,Tropical Rainforest,Autumn,15,Sundarbans,Sandy,Hills,Chennai,South India,Important timber species,Yes,Least Concern,No,Summer,Night
Peepal,Ficus religiosa,Montane Forest,Spring,25,Western Ghats,Laterite,Riverbanks,Hyderabad,South India,Sacred in Hinduism,Yes,Near Threatened,No,Winter,Both
Neem,Azadirachta indica,Deciduous Forest,Summer,20,Kaziranga,Red,Coastal Areas,Bhopal,Central India,Used in Ayurveda,No,Least Concern,No,Summer,Both
Coconut,Cocos nucifera,Mangrove Forest,Spring,12,Western Ghats,Laterite,Riverbanks,Bangalore,South India,Used in shipbuilding,No,Least Concern,No,Autumn,Night
Jamun,Syzygium cumini,Montane Forest,Autumn,22,Kaziranga,Alluvial,Riverbanks,Jaipur,West India,National tree of India,Yes,Least Concern,Yes,Spring,Day
Sandalwood,Santalum album,Deciduous Forest,Autumn,10,Kaziranga,Sandy,Wetlands,Chennai,South India,Fire-resistant bark,No,Near Threatened,No,Autumn,Night
Jamun,Syzygium cumini,Mangrove Forest,Autumn,22,Himalayan Forests,Red,Wetlands,Shimla,North India,National tree of India,No,Near Threatened,Yes,Autumn,Night
Rosewood,Dalbergia latifolia,Mangrove Forest,Winter,15,Jim Corbett National Park,Laterite,Wetlands,Bhopal,Central India,Important timber species,No,Least Concern,No,Spring,Day
Peepal,Ficus religiosa,Tropical Rainforest,Autumn,25,Jim Corbett National Park,Laterite,Riverbanks,Jaipur,West India,Sacred in Hinduism,Yes,Critically Endangered,No,Monsoon,Both
Peepal,Ficus religiosa,Tropical Rainforest,Monsoon,25,Sundarbans,Alluvial,Wetlands,Jaipur,West India,Sacred in Hinduism,Yes,Least Concern,No,Summer,Both
Rosewood,Dalbergia latifolia,Mangrove Forest,Summer,15,Western Ghats,Black,Hills,Jaipur,West India,Important timber species,No,Least Concern,Yes,Winter,Night
Jamun,Syzygium cumini,Tropical Rainforest,Autumn,22,Western Ghats,Laterite,Coastal Areas,Delhi,North India,National tree of India,No,Least Concern,No,Autumn,Day
Mango,Mangifera indica,Dry Thorn Forest,Autumn,18,Himalayan Forests,Sandy,Wetlands,Delhi,North India,Attracts fruit bats,Yes,Least Concern,Yes,Winter,Night
Sandalwood,Santalum album,Dry Thorn Forest,Winter,10,Kaziranga,Alluvial,Wetlands,Mumbai,West India,Fire-resistant bark,No,Least Concern,No,Spring,Day
Mango,Mangifera indica,Mangrove Forest,Spring,18,Western Ghats,Red,Wetlands,Chennai,South India,Attracts fruit bats,No,Near Threatened,Yes,Summer,Day
Peepal,Ficus religiosa,Mangrove Forest,Winter,25,Sundarbans,Red,Hills,Chennai,South India,Sacred in Hinduism,Yes,Near Threatened,No,Autumn,Both
Sal,Shorea robusta,Montane Forest,Winter,40,Kaziranga,Alluvial,Plains,Guwahati,Northeast India,Source of sandalwood oil,No,Near Threatened,No,Monsoon,Day
Peepal,Ficus religiosa,Dry Thorn Forest,Summer,25,Himalayan Forests,Sandy,Hills,Shimla,North India,Sacred in Hinduism,No,Least Concern,Yes,Spring,Night
Sandalwood,Santalum album,Mangrove Forest,Spring,10,Himalayan Forests,Black,Riverbanks,Mumbai,West India,Fire-resistant bark,No,Least Concern,Yes,Spring,Day
Peepal,Ficus religiosa,Dry Thorn Forest,Winter,25,Kaziranga,Alluvial,Wetlands,Kolkata,East India,Sacred in Hinduism,No,Near Threatened,Yes,Autumn,Night
Peepal,Ficus religiosa,Mangrove Forest,Autumn,25,Western Ghats,Alluvial,Hills,Delhi,North India,Sacred in Hinduism,Yes,Least Concern,Yes,Spring,Both
Sal,Shorea robusta,Montane Forest,Autumn,40,Sundarbans,Sandy,Wetlands,Kolkata,East India,Source of sandalwood oil,Yes,Critically Endangered,No,Summer,Night
Coconut,Cocos nucifera,Montane Forest,Spring,12,Jim Corbett National Park,Black,Riverbanks,Delhi,North India,Used in shipbuilding,No,Least Concern,Yes,Autumn,Both
Banyan,Ficus benghalensis,Montane Forest,Winter,30,Western Ghats,Red,Hills,Mumbai,West India,Host to diverse epiphytes,Yes,Least Concern,Yes,Autumn,Day
Sal,Shorea robusta,Deciduous Forest,Spring,40,Western Ghats,Red,Coastal Areas,Bangalore,South India,Source of sandalwood oil,No,Least Concern,No,Winter,Night
Coconut,Cocos nucifera,Dry Thorn Forest,Autumn,12,Sundarbans,Laterite,Wetlands,Mumbai,West India,Used in shipbuilding,No,Critically Endangered,Yes,Autumn,Both
Sal,Shorea robusta,Montane Forest,Winter,40,Western Ghats,Laterite,Riverbanks,Guwahati,Northeast India,Source of sandalwood oil,Yes,Critically Endangered,Yes,Winter,Day
Peepal,Ficus religiosa,Deciduous Forest,Summer,25,Sundarbans,Red,Wetlands,Chennai,South India,Sacred in Hinduism,No,Least Concern,Yes,Winter,Both
Coconut,Cocos nucifera,Tropical Rainforest,Spring,12,Himalayan Forests,Black,Hills,Kolkata,East India,Used in shipbuilding,Yes,Near Threatened,Yes,Summer,Both
Neem,Azadirachta indica,Dry Thorn Forest,Autumn,20,Himalayan Forests,Sandy,Coastal Areas,Bhopal,Central India,Used in Ayurveda,No,Critically Endangered,Yes,Winter,Both
Rosewood,Dalbergia latifolia,Tropical Rainforest,Monsoon,15,Kaziranga,Alluvial,Coastal Areas,Kolkata,East India,Important timber species,No,Least Concern,No,Autumn,Both
Banyan,Ficus benghalensis,Tropical Rainforest,Autumn,30,Himalayan Forests,Alluvial,Riverbanks,Jaipur,West India,Host to diverse epiphytes,No,Critically Endangered,No,Spring,Day
Teak,Tectona grandis,Mangrove Forest,Summer,35,Jim Corbett National Park,Laterite,Riverbanks,Mumbai,West India,High commercial value,Yes,Near Threatened,No,Autumn,Night
Sandalwood,Santalum album,Tropical Rainforest,Winter,10,Himalayan Forests,Red,Wetlands,Bangalore,South India,Fire-resistant bark,No,Least Concern,Yes,Summer,Both
Sandalwood,Santalum album,Montane Forest,Winter,10,Himalayan Forests,Sandy,Coastal Areas,Hyderabad,South India,Fire-resistant bark,Yes,Near Threatened,Yes,Spring,Both
Peepal,Ficus religiosa,Dry Thorn Forest,Summer,25,Jim Corbett National Park,Laterite,Hills,Chennai,South India,Sacred in Hinduism,Yes,Least Concern,Yes,Monsoon,Day
Mango,Mangifera indica,Dry Thorn Forest,Spring,18,Western Ghats,Sandy,Hills,Kolkata,East India,Attracts fruit bats,Yes,Critically Endangered,Yes,Autumn,Night
Sal,Shorea robusta,Dry Thorn Forest,Autumn,40,Himalayan Forests,Alluvial,Plains,Hyderabad,South India,Source of sandalwood oil,No,Near Threatened,Yes,Spring,Night
Neem,Azadirachta indica,Deciduous Forest,Monsoon,20,Western Ghats,Alluvial,Wetlands,Chennai,South India,Used in Ayurveda,No,Least Concern,Yes,Spring,Both
