name,city,forest,Season,active,Famous Forest for It,Food,Preferred Shelter Type,Unique Fact,Endemic Status,Conservation Status
Indian Wolf,Nagpur,Deciduous Forest,summer,morning,Sundarbans,Carnivore,Grasslands,"Hunts in packs, similar to African wild dogs.",No,
Indian Star Tortoise,Bhopal,Tropical Rainforest,winter,morning,Kanha National Park,Omnivore,Caves,"Hunts in packs, similar to African wild dogs.",No,
One-Horned Rhinoceros,Bengaluru,Thorn Forest,monsoon,morning,Sundarbans,Omnivore,Burrows,Can communicate using low-frequency rumbles.,No,Near Threatened
Sloth Bear,Nagpur,Thorn Forest,summer,afternoon,Periyar Wildlife Sanctuary,Insectivore,Burrows,Has the strongest bite force among big cats.,No,Near Threatened
Blackbuck,Bhopal,Himalayan Forest,monsoon,afternoon,Jim Corbett National Park,Insectivore,Grasslands,Has the strongest bite force among big cats.,No,Least Concern
King Cobra,Delhi,Thorn Forest,monsoon,night,Nagarhole National Park,Herbivore,Grasslands,Has a beautifully patterned shell for camouflage.,No,
Indian Cobra,Bhopal,Deciduous Forest,monsoon,afternoon,Nagarhole National Park,Carnivore,Dense Trees,Can leap over 20 feet in a single bound.,No,
Gaur,Chennai,Mangrove,summer,morning,Gir Forest,Carnivore,Water Bodies,Uses its long tongue to extract termites from nests.,No,
Asiatic Lion,Delhi,Thorn Forest,monsoon,night,Kanha National Park,Herbivore,Grasslands,Has a beautifully patterned shell for camouflage.,No,Critically Endangered
One-Horned Rhinoceros,Ranchi,Deciduous Forest,monsoon,afternoon,Hemis National Park,Carnivore,Burrows,Recognizable by its golden fur.,No,Near Threatened
Blackbuck,Nagpur,Deciduous Forest,monsoon,afternoon,Jim Corbett National Park,Omnivore,Rocky Terrain,One of the world's most elusive animals.,No,Least Concern
Asiatic Lion,Chennai,Mangrove,winter,afternoon,Periyar Wildlife Sanctuary,Herbivore,Caves,Has a beautifully patterned shell for camouflage.,No,Critically Endangered
Asiatic Lion,Bengaluru,Tropical Rainforest,monsoon,afternoon,Gir Forest,Carnivore,Dense Trees,Its venom is neurotoxic and highly potent.,No,Critically Endangered
Sloth Bear,Delhi,Thorn Forest,monsoon,night,Bandhavgarh National Park,Omnivore,Rocky Terrain,"Can weigh up to 2,200 kg.",No,Near Threatened
Red Panda,Ranchi,Mangrove,monsoon,morning,Sundarbans,Herbivore,Caves,"Hunts in packs, similar to African wild dogs.",No,
Snow Leopard,Hyderabad,Mangrove,winter,afternoon,Bandhavgarh National Park,Carnivore,Caves,The only lion species found outside Africa.,No,
Snow Leopard,Ranchi,Thorn Forest,monsoon,night,Sundarbans,Herbivore,Grasslands,The longest venomous snake in the world.,No,
Red Panda,Bhopal,Deciduous Forest,monsoon,afternoon,Nagarhole National Park,Herbivore,Caves,The longest venomous snake in the world.,No,
Indian Star Tortoise,Shimla,Himalayan Forest,monsoon,night,Hemis National Park,Herbivore,Water Bodies,Uses its long tongue to extract termites from nests.,No,
Indian Star Tortoise,Pune,Himalayan Forest,winter,morning,Gir Forest,Carnivore,Burrows,One of the world's most elusive animals.,No,
Red Panda,Lucknow,Tropical Rainforest,winter,night,Bandhavgarh National Park,Omnivore,Water Bodies,The only lion species found outside Africa.,No,
Gaur,Hyderabad,Thorn Forest,summer,night,Sundarbans,Herbivore,Rocky Terrain,Can leap over 20 feet in a single bound.,No,
Golden Langur,Chennai,Thorn Forest,monsoon,night,Nagarhole National Park,Insectivore,Rocky Terrain,Survives in extreme cold temperatures.,No,
Sloth Bear,Bengaluru,Deciduous Forest,summer,morning,Gir Forest,Carnivore,Water Bodies,Survives in extreme cold temperatures.,No,Near Threatened
Indian Leopard,Hyderabad,Mangrove,monsoon,night,Gir Forest,Carnivore,Grasslands,Survives in extreme cold temperatures.,No,Near Threatened
Indian Cobra,Dehradun,Mangrove,monsoon,morning,Hemis National Park,Herbivore,Rocky Terrain,"Can weigh up to 2,200 kg.",No,
Indian Cobra,Chennai,Deciduous Forest,summer,night,Sundarbans,Carnivore,Grasslands,"Hunts in packs, similar to African wild dogs.",No,
Indian Star Tortoise,Jaipur,Thorn Forest,winter,afternoon,Jim Corbett National Park,Herbivore,Dense Trees,Survives in extreme cold temperatures.,No,
One-Horned Rhinoceros,Guwahati,Deciduous Forest,summer,afternoon,Jim Corbett National Park,Omnivore,Rocky Terrain,Has the strongest bite force among big cats.,No,Near Threatened
Indian Cobra,Shimla,Himalayan Forest,monsoon,night,Bandhavgarh National Park,Carnivore,Dense Trees,"Can weigh up to 2,200 kg.",No,
King Cobra,Ranchi,Himalayan Forest,monsoon,afternoon,Jim Corbett National Park,Carnivore,Caves,Uses its long tongue to extract termites from nests.,No,
One-Horned Rhinoceros,Ranchi,Himalayan Forest,monsoon,afternoon,Jim Corbett National Park,Insectivore,Dense Trees,Survives in extreme cold temperatures.,No,Near Threatened
Sloth Bear,Shimla,Mangrove,winter,night,Kanha National Park,Herbivore,Burrows,Can leap over 20 feet in a single bound.,No,Near Threatened
Bengal Tiger,Delhi,Thorn Forest,monsoon,night,Bandhavgarh National Park,Carnivore,Caves,Its venom is neurotoxic and highly potent.,No,
Indian Cobra,Delhi,Deciduous Forest,monsoon,night,Kaziranga National Park,Insectivore,Water Bodies,Can leap over 20 feet in a single bound.,No,
Snow Leopard,Lucknow,Tropical Rainforest,monsoon,night,Hemis National Park,Insectivore,Burrows,The longest venomous snake in the world.,No,
Red Panda,Delhi,Deciduous Forest,monsoon,afternoon,Periyar Wildlife Sanctuary,Insectivore,Burrows,The longest venomous snake in the world.,No,
King Cobra,Kolkata,Mangrove,monsoon,night,Kaziranga National Park,Herbivore,Dense Trees,Recognizable by its golden fur.,No,
Golden Langur,Jaipur,Deciduous Forest,monsoon,morning,Sundarbans,Insectivore,Burrows,Has a beautifully patterned shell for camouflage.,No,
Indian Cobra,Guwahati,Himalayan Forest,summer,morning,Hemis National Park,Insectivore,Grasslands,Survives in extreme cold temperatures.,No,
King Cobra,Guwahati,Mangrove,summer,afternoon,Gir Forest,Omnivore,Burrows,Uses its long tongue to extract termites from nests.,No,
Indian Leopard,Bengaluru,Tropical Rainforest,monsoon,night,Bandhavgarh National Park,Herbivore,Dense Trees,The longest venomous snake in the world.,No,Near Threatened
Indian Elephant,Jaipur,Deciduous Forest,winter,morning,Periyar Wildlife Sanctuary,Insectivore,Caves,Largest species of wild cattle.,No,
Asiatic Lion,Mumbai,Thorn Forest,summer,night,Jim Corbett National Park,Herbivore,Grasslands,Survives in extreme cold temperatures.,No,Critically Endangered
Golden Langur,Jaipur,Tropical Rainforest,monsoon,afternoon,Kaziranga National Park,Omnivore,Dense Trees,The longest venomous snake in the world.,No,
Indian Wolf,Kolkata,Thorn Forest,monsoon,morning,Ranthambore National Park,Carnivore,Dense Trees,Survives in extreme cold temperatures.,No,
Bengal Tiger,Ranchi,Mangrove,monsoon,night,Kanha National Park,Insectivore,Water Bodies,Can communicate using low-frequency rumbles.,No,
King Cobra,Jaipur,Thorn Forest,monsoon,night,Nagarhole National Park,Herbivore,Grasslands,Can run at speeds of up to 80 km/h.,No,
One-Horned Rhinoceros,Dehradun,Tropical Rainforest,monsoon,afternoon,Gir Forest,Carnivore,Burrows,Can run at speeds of up to 80 km/h.,No,Near Threatened
Golden Langur,Delhi,Tropical Rainforest,summer,afternoon,Ranthambore National Park,Insectivore,Water Bodies,"Hunts in packs, similar to African wild dogs.",No,
Golden Langur,Shimla,Tropical Rainforest,summer,night,Bandhavgarh National Park,Omnivore,Dense Trees,Uses its long tongue to extract termites from nests.,No,
Indian Leopard,Guwahati,Thorn Forest,monsoon,night,Gir Forest,Carnivore,Dense Trees,"Hunts in packs, similar to African wild dogs.",No,Near Threatened
Golden Langur,Mumbai,Mangrove,winter,night,Sundarbans,Carnivore,Water Bodies,The only lion species found outside Africa.,No,
Gaur,Ranchi,Mangrove,summer,morning,Kanha National Park,Insectivore,Rocky Terrain,Its venom is neurotoxic and highly potent.,No,
Indian Wolf,Lucknow,Tropical Rainforest,summer,night,Bandhavgarh National Park,Carnivore,Rocky Terrain,Uses its long tongue to extract termites from nests.,No,
Golden Langur,Nagpur,Deciduous Forest,monsoon,night,Periyar Wildlife Sanctuary,Carnivore,Grasslands,"Can weigh up to 2,200 kg.",No,
Red Panda,Delhi,Deciduous Forest,winter,morning,Kanha National Park,Omnivore,Burrows,Largest species of wild cattle.,No,
Indian Cobra,Hyderabad,Deciduous Forest,monsoon,afternoon,Periyar Wildlife Sanctuary,Carnivore,Caves,Can run at speeds of up to 80 km/h.,No,
Indian Leopard,Jaipur,Deciduous Forest,monsoon,night,Periyar Wildlife Sanctuary,Herbivore,Water Bodies,"Hunts in packs, similar to African wild dogs.",No,Near Threatened
Asiatic Lion,Jaipur,Mangrove,monsoon,night,Nagarhole National Park,Omnivore,Rocky Terrain,Can communicate using low-frequency rumbles.,No,Critically Endangered
Golden Langur,Jaipur,Deciduous Forest,monsoon,morning,Gir Forest,Insectivore,Dense Trees,"Can weigh up to 2,200 kg.",No,
Red Panda,Chennai,Thorn Forest,summer,morning,Gir Forest,Carnivore,Burrows,Recognizable by its golden fur.,No,
Asiatic Lion,Hyderabad,Thorn Forest,winter,night,Hemis National Park,Omnivore,Burrows,The longest venomous snake in the world.,No,Critically Endangered
Indian Wolf,Bengaluru,Himalayan Forest,winter,morning,Ranthambore National Park,Omnivore,Water Bodies,Has the strongest bite force among big cats.,No,
Indian Elephant,Bhopal,Himalayan Forest,monsoon,morning,Nagarhole National Park,Insectivore,Burrows,Can run at speeds of up to 80 km/h.,No,
Gaur,Chennai,Himalayan Forest,monsoon,morning,Gir Forest,Carnivore,Rocky Terrain,"Can weigh up to 2,200 kg.",No,
Sloth Bear,Nagpur,Himalayan Forest,summer,afternoon,Gir Forest,Insectivore,Burrows,Uses its long tongue to extract termites from nests.,No,Near Threatened
Sloth Bear,Dehradun,Mangrove,summer,afternoon,Kanha National Park,Insectivore,Burrows,Recognizable by its golden fur.,No,Near Threatened
Indian Leopard,Nagpur,Mangrove,monsoon,night,Jim Corbett National Park,Herbivore,Dense Trees,The longest venomous snake in the world.,No,Near Threatened
Indian Cobra,Jaipur,Deciduous Forest,monsoon,morning,Sundarbans,Herbivore,Burrows,"Hunts in packs, similar to African wild dogs.",No,
Asiatic Lion,Ranchi,Mangrove,monsoon,afternoon,Bandhavgarh National Park,Herbivore,Rocky Terrain,Uses its long tongue to extract termites from nests.,No,Critically Endangered
Sloth Bear,Lucknow,Thorn Forest,monsoon,night,Periyar Wildlife Sanctuary,Herbivore,Water Bodies,Survives in extreme cold temperatures.,No,Near Threatened
One-Horned Rhinoceros,Delhi,Mangrove,winter,night,Periyar Wildlife Sanctuary,Carnivore,Grasslands,Recognizable by its golden fur.,No,Near Threatened
Bengal Tiger,Delhi,Thorn Forest,monsoon,night,Kaziranga National Park,Omnivore,Water Bodies,"Hunts in packs, similar to African wild dogs.",No,
One-Horned Rhinoceros,Nagpur,Tropical Rainforest,summer,afternoon,Bandhavgarh National Park,Carnivore,Rocky Terrain,Can communicate using low-frequency rumbles.,No,Near Threatened
Bengal Tiger,Ranchi,Thorn Forest,monsoon,night,Periyar Wildlife Sanctuary,Carnivore,Burrows,The longest venomous snake in the world.,No,
Indian Cobra,Bengaluru,Mangrove,monsoon,afternoon,Bandhavgarh National Park,Carnivore,Rocky Terrain,Can communicate using low-frequency rumbles.,No,
Indian Leopard,Guwahati,Thorn Forest,monsoon,night,Kanha National Park,Insectivore,Rocky Terrain,The longest venomous snake in the world.,No,Near Threatened
Indian Elephant,Jaipur,Mangrove,summer,morning,Nagarhole National Park,Carnivore,Caves,Largest species of wild cattle.,No,
Indian Elephant,Kolkata,Deciduous Forest,winter,morning,Bandhavgarh National Park,Carnivore,Grasslands,Uses its long tongue to extract termites from nests.,No,
Indian Wolf,Kolkata,Thorn Forest,monsoon,morning,Sundarbans,Omnivore,Water Bodies,The only lion species found outside Africa.,No,
Indian Elephant,Bengaluru,Deciduous Forest,winter,morning,Nagarhole National Park,Insectivore,Water Bodies,The longest venomous snake in the world.,No,
Indian Star Tortoise,Mumbai,Thorn Forest,monsoon,afternoon,Bandhavgarh National Park,Herbivore,Grasslands,Uses its long tongue to extract termites from nests.,No,
Asiatic Lion,Pune,Himalayan Forest,monsoon,night,Kanha National Park,Insectivore,Grasslands,"Hunts in packs, similar to African wild dogs.",No,Critically Endangered
Indian Wolf,Bhopal,Deciduous Forest,winter,morning,Sundarbans,Insectivore,Caves,The longest venomous snake in the world.,No,
King Cobra,Kolkata,Deciduous Forest,monsoon,morning,Periyar Wildlife Sanctuary,Herbivore,Dense Trees,Can leap over 20 feet in a single bound.,No,
Asiatic Lion,Dehradun,Deciduous Forest,summer,night,Kaziranga National Park,Herbivore,Grasslands,Can communicate using low-frequency rumbles.,No,Critically Endangered
Red Panda,Dehradun,Thorn Forest,monsoon,afternoon,Jim Corbett National Park,Omnivore,Dense Trees,Uses its long tongue to extract termites from nests.,No,
Asiatic Lion,Chennai,Tropical Rainforest,summer,morning,Kaziranga National Park,Insectivore,Dense Trees,Can communicate using low-frequency rumbles.,No,Critically Endangered
Indian Cobra,Shimla,Thorn Forest,monsoon,night,Sundarbans,Insectivore,Dense Trees,Has the strongest bite force among big cats.,No,
Asiatic Lion,Bhopal,Himalayan Forest,summer,night,Nagarhole National Park,Herbivore,Caves,"Hunts in packs, similar to African wild dogs.",No,Critically Endangered
Sloth Bear,Nagpur,Mangrove,monsoon,afternoon,Sundarbans,Herbivore,Grasslands,The longest venomous snake in the world.,No,Near Threatened
Red Panda,Dehradun,Thorn Forest,monsoon,morning,Ranthambore National Park,Carnivore,Dense Trees,Can communicate using low-frequency rumbles.,No,
Asiatic Lion,Pune,Thorn Forest,monsoon,morning,Bandhavgarh National Park,Herbivore,Rocky Terrain,"Hunts in packs, similar to African wild dogs.",No,Critically Endangered
One-Horned Rhinoceros,Pune,Himalayan Forest,monsoon,afternoon,Kanha National Park,Herbivore,Grasslands,The longest venomous snake in the world.,No,Near Threatened
Blackbuck,Shimla,Deciduous Forest,summer,night,Gir Forest,Insectivore,Dense Trees,Can communicate using low-frequency rumbles.,No,Least Concern
Indian Wolf,Bhopal,Mangrove,summer,morning,Periyar Wildlife Sanctuary,Herbivore,Dense Trees,One of the world's most elusive animals.,No,
Golden Langur,Ranchi,Mangrove,winter,night,Ranthambore National Park,Herbivore,Caves,One of the world's most elusive animals.,No,
Snow Leopard,Bengaluru,Deciduous Forest,monsoon,afternoon,Jim Corbett National Park,Omnivore,Caves,Can communicate using low-frequency rumbles.,No,
Indian Leopard,Shimla,Deciduous Forest,summer,night,Periyar Wildlife Sanctuary,Omnivore,Grasslands,Can leap over 20 feet in a single bound.,No,Near Threatened
Golden Langur,Chennai,Himalayan Forest,winter,morning,Hemis National Park,Insectivore,Dense Trees,Survives in extreme cold temperatures.,No,
Indian Leopard,Bhopal,Deciduous Forest,monsoon,night,Gir Forest,Insectivore,Rocky Terrain,The only lion species found outside Africa.,No,Near Threatened
Snow Leopard,Delhi,Himalayan Forest,monsoon,night,Ranthambore National Park,Omnivore,Water Bodies,Has a beautifully patterned shell for camouflage.,No,
Indian Cobra,Jaipur,Thorn Forest,winter,afternoon,Nagarhole National Park,Herbivore,Burrows,Uses its long tongue to extract termites from nests.,No,
Gaur,Chennai,Deciduous Forest,monsoon,morning,Sundarbans,Insectivore,Water Bodies,The longest venomous snake in the world.,No,
Indian Wolf,Bengaluru,Mangrove,monsoon,afternoon,Bandhavgarh National Park,Herbivore,Rocky Terrain,Can communicate using low-frequency rumbles.,No,
Sloth Bear,Bhopal,Himalayan Forest,monsoon,morning,Jim Corbett National Park,Omnivore,Rocky Terrain,"Hunts in packs, similar to African wild dogs.",No,Near Threatened
Indian Wolf,Guwahati,Mangrove,summer,morning,Kaziranga National Park,Carnivore,Rocky Terrain,The only lion species found outside Africa.,No,
Bengal Tiger,Delhi,Tropical Rainforest,monsoon,night,Periyar Wildlife Sanctuary,Insectivore,Dense Trees,"Hunts in packs, similar to African wild dogs.",No,
Red Panda,Ranchi,Himalayan Forest,winter,morning,Gir Forest,Herbivore,Rocky Terrain,"Can weigh up to 2,200 kg.",No,
Indian Elephant,Jaipur,Tropical Rainforest,winter,afternoon,Kanha National Park,Insectivore,Water Bodies,Recognizable by its golden fur.,No,
Indian Elephant,Dehradun,Himalayan Forest,winter,afternoon,Kaziranga National Park,Omnivore,Grasslands,The longest venomous snake in the world.,No,
Indian Wolf,Kolkata,Thorn Forest,winter,night,Kaziranga National Park,Herbivore,Caves,Recognizable by its golden fur.,No,
Gaur,Bhopal,Tropical Rainforest,monsoon,night,Hemis National Park,Herbivore,Dense Trees,Recognizable by its golden fur.,No,
Indian Wolf,Mumbai,Tropical Rainforest,monsoon,morning,Kanha National Park,Carnivore,Water Bodies,Can run at speeds of up to 80 km/h.,No,
Indian Cobra,Nagpur,Tropical Rainforest,winter,morning,Sundarbans,Omnivore,Rocky Terrain,The only lion species found outside Africa.,No,
King Cobra,Nagpur,Mangrove,monsoon,afternoon,Gir Forest,Omnivore,Caves,Largest species of wild cattle.,No,
Snow Leopard,Dehradun,Mangrove,winter,afternoon,Periyar Wildlife Sanctuary,Insectivore,Grasslands,Can run at speeds of up to 80 km/h.,No,
Blackbuck,Lucknow,Thorn Forest,monsoon,morning,Sundarbans,Omnivore,Rocky Terrain,Largest species of wild cattle.,No,Least Concern
Indian Star Tortoise,Mumbai,Himalayan Forest,winter,morning,Ranthambore National Park,Insectivore,Dense Trees,Can run at speeds of up to 80 km/h.,No,
Indian Cobra,Jaipur,Thorn Forest,winter,night,Kaziranga National Park,Omnivore,Grasslands,One of the world's most elusive animals.,No,
Indian Cobra,Kolkata,Mangrove,monsoon,night,Bandhavgarh National Park,Insectivore,Dense Trees,The only lion species found outside Africa.,No,
